time,index,action,floors_before,floors_after,landuse_before,landuse_after,condition_before,condition_after,added_floors,demo_flag
2,278,NoChange,6,6,1,1,0.9949117321963675,0.9941949262145798,0,
3,278,NoChange,6,6,1,1,0.9941949262145798,0.9929175844348143,0,
4,278,NoChange,6,6,1,1,0.9929175844348143,0.9836576591292675,0,
5,278,NoChange,6,6,1,1,0.9836576591292675,0.9763862717055647,0,
6,278,NoChange,6,6,1,1,0.9763862717055647,0.98245703536471,0,
7,278,NoChange,6,6,1,1,0.98245703536471,0.9759767398026057,0,
8,278,NoChange,6,6,1,1,0.9759767398026057,0.9852524776131092,0,
9,278,NoChange,6,6,1,1,0.9852524776131092,0.9756506524436841,0,
10,278,NoChange,6,6,1,1,0.9756506524436841,0.9673292432649957,0,
1,279,NoChange,4,4,1,1,0.9,0.9073434355949732,0,
2,279,NoChange,4,4,1,1,0.9073434355949732,0.9054835726261667,0,
3,279,NoChange,4,4,1,1,0.9054835726261667,0.9086321846911422,0,
4,279,AddFloors,4,6,1,1,0.9086321846911422,0.8770596873635581,2,
5,279,NoChange,6,6,1,1,0.8770596873635581,0.8770646579339041,0,
6,279,AddFloors,6,8,1,1,0.8770646579339041,0.8453544737606493,2,
7,279,NoChange,8,8,1,1,0.8453544737606493,0.8403906349295303,0,
8,279,NoChange,8,8,1,1,0.8403906349295303,0.8351521720343487,0,
9,279,AddFloors,8,9,1,1,0.8351521720343487,0.8184450311440137,1,
10,279,NoChange,9,9,1,1,0.8184450311440137,0.8234125157290544,0,
1,280,NoChange,3,3,1,1,0.9,0.8984573799696577,0,
2,280,AddFloors,3,4,1,1,0.8984573799696577,0.8805984663520708,1,
3,280,NoChange,4,4,1,1,0.8805984663520708,0.8878564650256113,0,
4,280,AddFloors,4,6,1,1,0.8878564650256113,0.8516035148713379,2,
5,280,NoChange,6,6,1,1,0.8516035148713379,0.8500791412021389,0,
6,280,NoChange,6,6,1,1,0.8500791412021389,0.8593454480014514,0,
7,280,NoChange,6,6,1,1,0.8593454480014514,0.8680848938285946,0,
8,280,NoChange,6,6,1,1,0.8680848938285946,0.8723983184110371,0,
9,280,NoChange,6,6,1,1,0.8723983184110371,0.8628198026199484,0,
10,280,NoChange,6,6,1,1,0.8628198026199484,0.864936097277359,0,
1,281,NoChange,5,5,1,1,1.0,1.0,0,
2,281,NoChange,5,5,1,1,1.0,1.0,0,
3,281,NoChange,5,5,1,1,1.0,0.9947935165841852,0,
4,281,NoChange,5,5,1,1,0.9947935165841852,0.990978886618008,0,
5,281,NoChange,5,5,1,1,0.990978886618008,0.9882359885864093,0,
6,281,NoChange,5,5,1,1,0.9882359885864093,0.980677063961327,0,
7,281,NoChange,5,5,1,1,0.980677063961327,0.9878300067443255,0,
8,281,NoChange,5,5,1,1,0.9878300067443255,0.9960257887442634,0,
9,281,NoChange,5,5,1,1,0.9960257887442634,1.0,0,
10,281,NoChange,5,5,1,1,1.0,0.9918050065541748,0,
1,282,NoChange,2,2,1,1,0.8,0.794709209099028,0,
2,282,NoChange,2,2,1,1,0.794709209099028,0.8025141436543539,0,
3,282,NoChange,2,2,1,1,0.8025141436543539,0.8051411977074794,0,
4,282,NoChange,2,2,1,1,0.8051411977074794,0.8104760157196618,0,
5,282,NoChange,2,2,1,1,0.8104760157196618,0.8011536493440421,0,
6,282,NoChange,2,2,1,1,0.8011536493440421,0.8076176049519714,0,
7,282,NoChange,2,2,1,1,0.8076176049519714,0.8070394306197315,0,
8,282,NoChange,2,2,1,1,0.8070394306197315,0.813862699947122,0,
9,282,NoChange,2,2,1,1,0.813862699947122,0.8213979244919074,0,
10,282,NoChange,2,2,1,1,0.8213979244919074,0.827885941806631,0,
1,283,NoChange,4,4,1,1,1.0,1.0,0,
2,283,NoChange,4,4,1,1,1.0,1.0,0,
3,283,NoChange,4,4,1,1,1.0,1.0,0,
4,283,NoChange,4,4,1,1,1.0,0.9905470178666674,0,
5,283,AddFloors,4,6,1,1,0.9905470178666674,0.952384414088287,2,
6,283,NoChange,6,6,1,1,0.952384414088287,0.942445930164712,0,
7,283,NoChange,6,6,1,1,0.942445930164712,0.9385568809198495,0,
8,283,NoChange,6,6,1,1,0.9385568809198495,0.9307734449132173,0,
9,283,NoChange,6,6,1,1,0.9307734449132173,0.9350447237370795,0,
10,283,NoChange,6,6,1,1,0.9350447237370795,0.9380283350768814,0,
1,284,AddFloors,4,6,1,1,0.9,0.8668575337834892,2,
2,284,NoChange,6,6,1,1,0.8668575337834892,0.8664248433826363,0,
3,284,NoChange,6,6,1,1,0.8664248433826363,0.861638440974376,0,
4,284,NoChange,6,6,1,1,0.861638440974376,0.8681738131612127,0,
5,284,NoChange,6,6,1,1,0.8681738131612127,0.8621470875537577,0,
6,284,NoChange,6,6,1,1,0.8621470875537577,0.8557848726298832,0,
7,284,NoChange,6,6,1,1,0.8557848726298832,0.8646800157267295,0,
8,284,NoChange,6,6,1,1,0.8646800157267295,0.859169758396302,0,
9,284,NoChange,6,6,1,1,0.859169758396302,0.8676320054339706,0,
10,284,NoChange,6,6,1,1,0.8676320054339706,0.8701645525843302,0,
1,285,NoChange,2,2,1,1,0.8,0.8094825514349975,0,
2,285,NoChange,2,2,1,1,0.8094825514349975,0.8135077745190644,0,
3,285,NoChange,2,2,1,1,0.8135077745190644,0.8115284727412849,0,
4,285,NoChange,2,2,1,1,0.8115284727412849,0.8067316283407079,0,
5,285,AddFloors,2,3,1,1,0.8067316283407079,0.7884328571789164,1,
6,285,AddFloors,3,5,1,1,0.7884328571789164,0.7527844445320684,2,
7,285,NoChange,5,5,1,1,0.7527844445320684,0.7562566453868093,0,
8,285,AddFloors,5,7,1,1,0.7562566453868093,0.7182880990253736,2,
9,285,NoChange,7,7,1,1,0.7182880990253736,0.7136121559618704,0,
10,285,NoChange,7,7,1,1,0.7136121559618704,0.7112536262645416,0,
1,286,NoChange,5,5,1,1,0.9,0.894132119059575,0,
2,286,NoChange,5,5,1,1,0.894132119059575,0.9006138968293443,0,
3,286,NoChange,5,5,1,1,0.9006138968293443,0.894401160225478,0,
4,286,NoChange,5,5,1,1,0.894401160225478,0.9002504309188313,0,
5,286,AddFloors,5,6,1,1,0.9002504309188313,0.8826052871728188,1,
6,286,NoChange,6,6,1,1,0.8826052871728188,0.8842633487195419,0,
7,286,NoChange,6,6,1,1,0.8842633487195419,0.8759781221972036,0,
8,286,NoChange,6,6,1,1,0.8759781221972036,0.8834069917014238,0,
9,286,NoChange,6,6,1,1,0.8834069917014238,0.8813580860139206,0,
10,286,NoChange,6,6,1,1,0.8813580860139206,0.879027995119885,0,
1,287,NoChange,2,2,1,1,0.8,0.8019439188027718,0,
2,287,AddFloors,2,4,1,1,0.8019439188027718,0.7625314419392171,2,
3,287,NoChange,4,4,1,1,0.7625314419392171,0.7706959726864968,0,
4,287,NoChange,4,4,1,1,0.7706959726864968,0.7794824114899895,0,
5,287,NoChange,4,4,1,1,0.7794824114899895,0.7814470528091402,0,
6,287,NoChange,4,4,1,1,0.7814470528091402,0.7723572902414652,0,
7,287,NoChange,4,4,1,1,0.7723572902414652,0.7747504477803765,0,
8,287,NoChange,4,4,1,1,0.7747504477803765,0.7726443840674312,0,
9,287,NoChange,4,4,1,1,0.7726443840674312,0.7820055402765761,0,
10,287,NoChange,4,4,1,1,0.7820055402765761,0.7836152784744053,0,
1,288,NoChange,4,4,1,1,1.0,1.0,0,
2,288,NoChange,4,4,1,1,1.0,1.0,0,
3,288,NoChange,4,4,1,1,1.0,0.9963463477358603,0,
4,288,NoChange,4,4,1,1,0.9963463477358603,0.9891822624162825,0,
5,288,AddFloors,4,5,1,1,0.9891822624162825,0.9789674284360702,1,
6,288,NoChange,5,5,1,1,0.9789674284360702,0.9745874414268763,0,
7,288,NoChange,5,5,1,1,0.9745874414268763,0.9731891618021348,0,
8,288,NoChange,5,5,1,1,0.9731891618021348,0.9684534895685728,0,
9,288,NoChange,5,5,1,1,0.9684534895685728,0.9769878271880799,0,
10,288,NoChange,5,5,1,1,0.9769878271880799,0.9757033345602016,0,
1,289,NoChange,4,4,1,1,0.9,0.9047373847655305,0,
2,289,NoChange,4,4,1,1,0.9047373847655305,0.9137383987226829,0,
3,289,NoChange,4,4,1,1,0.9137383987226829,0.9221954548065736,0,
4,289,NoChange,4,4,1,1,0.9221954548065736,0.9209952467466104,0,
5,289,NoChange,4,4,1,1,0.9209952467466104,0.9120865900943178,0,
6,289,NoChange,4,4,1,1,0.9120865900943178,0.9114915407220358,0,
7,289,NoChange,4,4,1,1,0.9114915407220358,0.9108341975186744,0,
8,289,AddFloors,4,5,1,1,0.9108341975186744,0.8912421146040777,1,
9,289,NoChange,5,5,1,1,0.8912421146040777,0.8909461048933127,0,
10,289,NoChange,5,5,1,1,0.8909461048933127,0.897862871912311,0,
1,290,NoChange,3,3,1,1,0.9,0.8924730846806771,0,
2,290,AddFloors,3,4,1,1,0.8924730846806771,0.8742796343217911,1,
3,290,NoChange,4,4,1,1,0.8742796343217911,0.8820975247666566,0,
4,290,NoChange,4,4,1,1,0.8820975247666566,0.8837684725863074,0,
5,290,NoChange,4,4,1,1,0.8837684725863074,0.8842887807183073,0,
6,290,NoChange,4,4,1,1,0.8842887807183073,0.8826171605461067,0,
7,290,AddFloors,4,5,1,1,0.8826171605461067,0.8693862457070703,1,
8,290,AddFloors,5,7,1,1,0.8693862457070703,0.8391995904599064,2,
9,290,NoChange,7,7,1,1,0.8391995904599064,0.8313209888845583,0,
10,290,NoChange,7,7,1,1,0.8313209888845583,0.8218984789283569,0,
1,291,NoChange,3,3,1,1,0.9,0.9041541330009013,0,
2,291,NoChange,3,3,1,1,0.9041541330009013,0.9067212677917988,0,
3,291,NoChange,3,3,1,1,0.9067212677917988,0.9098813938529113,0,
4,291,NoChange,3,3,1,1,0.9098813938529113,0.9007583338434576,0,
5,291,NoChange,3,3,1,1,0.9007583338434576,0.8998203737440161,0,
6,291,NoChange,3,3,1,1,0.8998203737440161,0.909816795935624,0,
7,291,NoChange,3,3,1,1,0.909816795935624,0.9157574651993979,0,
8,291,AddFloors,3,4,1,1,0.9157574651993979,0.9037730448286139,1,
9,291,NoChange,4,4,1,1,0.9037730448286139,0.9086490446772664,0,
10,291,NoChange,4,4,1,1,0.9086490446772664,0.910694875222303,0,
1,292,AddFloors,4,5,1,1,0.9,0.8817801080077946,1,
2,292,NoChange,5,5,1,1,0.8817801080077946,0.8735638741613256,0,
3,292,NoChange,5,5,1,1,0.8735638741613256,0.8668226878388308,0,
4,292,NoChange,5,5,1,1,0.8668226878388308,0.86252140561882,0,
5,292,NoChange,5,5,1,1,0.86252140561882,0.8656026915953096,0,
6,292,AddFloors,5,6,1,1,0.8656026915953096,0.8536136958072389,1,
7,292,NoChange,6,6,1,1,0.8536136958072389,0.8616883812444655,0,
8,292,NoChange,6,6,1,1,0.8616883812444655,0.8588692664201585,0,
9,292,AddFloors,6,7,1,1,0.8588692664201585,0.8439957986767521,1,
10,292,NoChange,7,7,1,1,0.8439957986767521,0.8435245924093475,0,
1,293,NoChange,2,2,1,1,0.8,0.7984614116087888,0,
2,293,NoChange,2,2,1,1,0.7984614116087888,0.8046812988010733,0,
3,293,NoChange,2,2,1,1,0.8046812988010733,0.8033634172512808,0,
4,293,NoChange,2,2,1,1,0.8033634172512808,0.7941721790436637,0,
5,293,NoChange,2,2,1,1,0.7941721790436637,0.7934426765559506,0,
6,293,NoChange,2,2,1,1,0.7934426765559506,0.7971674072731381,0,
7,293,AddFloors,2,3,1,1,0.7971674072731381,0.7824401943843577,1,
8,293,AddFloors,3,4,1,1,0.7824401943843577,0.766813749573668,1,
9,293,NoChange,4,4,1,1,0.766813749573668,0.7597858803467632,0,
10,293,AddFloors,4,5,1,1,0.7597858803467632,0.7482012598895202,1,
1,294,NoChange,6,6,1,1,1.0,0.9909545654879502,0,
2,294,AddFloors,6,7,1,1,0.9909545654879502,0.9760887106664197,1,
3,294,NoChange,7,7,1,1,0.9760887106664197,0.9753818405070404,0,
4,294,NoChange,7,7,1,1,0.9753818405070404,0.9816383356629381,0,
5,294,NoChange,7,7,1,1,0.9816383356629381,0.9833496933580661,0,
6,294,NoChange,7,7,1,1,0.9833496933580661,0.9736750672332573,0,
7,294,NoChange,7,7,1,1,0.9736750672332573,0.9729326461098051,0,
8,294,NoChange,7,7,1,1,0.9729326461098051,0.9797908425759169,0,
9,294,AddFloors,7,8,1,1,0.9797908425759169,0.9685583960472719,1,
10,294,NoChange,8,8,1,1,0.9685583960472719,0.9676583590204724,0,
1,295,NoChange,6,6,1,1,1.0,1.0,0,
2,295,NoChange,6,6,1,1,1.0,1.0,0,
3,295,NoChange,6,6,1,1,1.0,0.9937438346760077,0,
4,295,NoChange,6,6,1,1,0.9937438346760077,0.9986844210614644,0,
5,295,NoChange,6,6,1,1,0.9986844210614644,1.0,0,
6,295,AddFloors,6,8,1,1,1.0,0.9601791521911209,2,
7,295,AddFloors,8,10,1,1,0.9601791521911209,0.9249503509302445,2,
8,295,NoChange,10,10,1,1,0.9249503509302445,0.9342664270814138,0,
9,295,NoChange,10,10,1,1,0.9342664270814138,0.9340008769601661,0,
10,295,NoChange,10,10,1,1,0.9340008769601661,0.9434793148035998,0,
1,296,NoChange,3,3,1,1,0.9,0.9034760628585728,0,
2,296,NoChange,3,3,1,1,0.9034760628585728,0.9013760076117191,0,
3,296,NoChange,3,3,1,1,0.9013760076117191,0.8938777974103236,0,
4,296,AddFloors,3,4,1,1,0.8938777974103236,0.8820374796406684,1,
5,296,NoChange,4,4,1,1,0.8820374796406684,0.8725737855762344,0,
6,296,NoChange,4,4,1,1,0.8725737855762344,0.8654768693849157,0,
7,296,NoChange,4,4,1,1,0.8654768693849157,0.8723186635815898,0,
8,296,NoChange,4,4,1,1,0.8723186635815898,0.8730903142819972,0,
9,296,AddFloors,4,5,1,1,0.8730903142819972,0.854571970749464,1,
10,296,AddFloors,5,6,1,1,0.854571970749464,0.8419597825668863,1,
1,297,NoChange,4,4,1,1,0.9,0.8903925555735523,0,
2,297,NoChange,4,4,1,1,0.8903925555735523,0.885245148548653,0,
3,297,NoChange,4,4,1,1,0.885245148548653,0.8918341637991329,0,
4,297,NoChange,4,4,1,1,0.8918341637991329,0.8885111649189663,0,
5,297,AddFloors,4,6,1,1,0.8885111649189663,0.8528290444452452,2,
6,297,NoChange,6,6,1,1,0.8528290444452452,0.8544022697938131,0,
7,297,NoChange,6,6,1,1,0.8544022697938131,0.8643827971487054,0,
8,297,AddFloors,6,7,1,1,0.8643827971487054,0.8492438067549293,1,
9,297,NoChange,7,7,1,1,0.8492438067549293,0.8528171650977368,0,
10,297,NoChange,7,7,1,1,0.8528171650977368,0.8525751950104329,0,
1,298,NoChange,6,6,1,1,1.0,1.0,0,
2,298,NoChange,6,6,1,1,1.0,0.996317003004738,0,
3,298,AddFloors,6,8,1,1,0.996317003004738,0.9604883775856831,2,
4,298,NoChange,8,8,1,1,0.9604883775856831,0.9692676671063908,0,
5,298,NoChange,8,8,1,1,0.9692676671063908,0.9732179559141748,0,
6,298,AddFloors,8,9,1,1,0.9732179559141748,0.9604800472671294,1,
7,298,NoChange,9,9,1,1,0.9604800472671294,0.9606327661716996,0,
8,298,NoChange,9,9,1,1,0.9606327661716996,0.9643322478585231,0,
9,298,NoChange,9,9,1,1,0.9643322478585231,0.9714013236876814,0,
10,298,NoChange,9,9,1,1,0.9714013236876814,0.9707706693125989,0,
1,299,NoChange,5,5,1,1,0.9,0.9044599000679531,0,
2,299,NoChange,5,5,1,1,0.9044599000679531,0.9027971216357449,0,
3,299,NoChange,5,5,1,1,0.9027971216357449,0.9058471253930108,0,
4,299,NoChange,5,5,1,1,0.9058471253930108,0.905293622326673,0,
5,299,NoChange,5,5,1,1,0.905293622326673,0.8985341374130024,0,
6,299,NoChange,5,5,1,1,0.8985341374130024,0.9023480883911108,0,
7,299,AddFloors,5,6,1,1,0.9023480883911108,0.883639053931318,1,
8,299,AddFloors,6,7,1,1,0.883639053931318,0.8730696009149301,1,
9,299,NoChange,7,7,1,1,0.8730696009149301,0.8742062111318829,0,
10,299,NoChange,7,7,1,1,0.8742062111318829,0.8713819462003392,0,
1,300,NoChange,4,4,1,1,0.9,0.9035385571656533,0,
2,300,NoChange,4,4,1,1,0.9035385571656533,0.9107277906020079,0,
3,300,NoChange,4,4,1,1,0.9107277906020079,0.9168641014571083,0,
4,300,NoChange,4,4,1,1,0.9168641014571083,0.90914348732446,0,
5,300,NoChange,4,4,1,1,0.90914348732446,0.9103831162986736,0,
6,300,NoChange,4,4,1,1,0.9103831162986736,0.9202563727347123,0,
7,300,NoChange,4,4,1,1,0.9202563727347123,0.9256438507654351,0,
8,300,NoChange,4,4,1,1,0.9256438507654351,0.9267842977662204,0,
9,300,NoChange,4,4,1,1,0.9267842977662204,0.9338524607275448,0,
10,300,NoChange,4,4,1,1,0.9338524607275448,0.93593825041838,0,
1,301,AddFloors,6,7,1,1,1.0,0.9892663209845325,1,
2,301,NoChange,7,7,1,1,0.9892663209845325,0.9960982604665902,0,
3,301,AddFloors,7,8,1,1,0.9960982604665902,0.9839147844216501,1,
4,301,NoChange,8,8,1,1,0.9839147844216501,0.97595214521256,0,
5,301,NoChange,8,8,1,1,0.97595214521256,0.9760982597564467,0,
6,301,NoChange,8,8,1,1,0.9760982597564467,0.9684594467780105,0,
7,301,NoChange,8,8,1,1,0.9684594467780105,0.9656922154860359,0,
8,301,NoChange,8,8,1,1,0.9656922154860359,0.9698554827172496,0,
9,301,NoChange,8,8,1,1,0.9698554827172496,0.969823302725729,0,
10,301,NoChange,8,8,1,1,0.969823302725729,0.9629092173743652,0,
1,302,NoChange,6,6,1,1,1.0,1.0,0,
2,302,AddFloors,6,7,1,1,1.0,0.9843910846091536,1,
3,302,NoChange,7,7,1,1,0.9843910846091536,0.9792974059014964,0,
4,302,NoChange,7,7,1,1,0.9792974059014964,0.9761238072971091,0,
5,302,NoChange,7,7,1,1,0.9761238072971091,0.9678284845311055,0,
6,302,NoChange,7,7,1,1,0.9678284845311055,0.9729253887813412,0,
7,302,NoChange,7,7,1,1,0.9729253887813412,0.9762252938796381,0,
8,302,NoChange,7,7,1,1,0.9762252938796381,0.9812954373005802,0,
9,302,NoChange,7,7,1,1,0.9812954373005802,0.9758590773791836,0,
10,302,NoChange,7,7,1,1,0.9758590773791836,0.9741272657541232,0,
1,303,NoChange,4,4,1,1,1.0,0.9991750612783195,0,
2,303,NoChange,4,4,1,1,0.9991750612783195,1.0,0,
3,303,NoChange,4,4,1,1,1.0,0.9905952585402993,0,
4,303,NoChange,4,4,1,1,0.9905952585402993,0.980794232809574,0,
5,303,NoChange,4,4,1,1,0.980794232809574,0.9896670896157302,0,
6,303,AddFloors,4,5,1,1,0.9896670896157302,0.9736835982979473,1,
7,303,NoChange,5,5,1,1,0.9736835982979473,0.9715489236235544,0,
8,303,AddFloors,5,7,1,1,0.9715489236235544,0.9330584446238287,2,
9,303,NoChange,7,7,1,1,0.9330584446238287,0.9426593861199282,0,
10,303,NoChange,7,7,1,1,0.9426593861199282,0.9501756527519752,0,
1,304,NoChange,4,4,1,1,0.9,0.8983861059549455,0,
2,304,NoChange,4,4,1,1,0.8983861059549455,0.9024019138448854,0,
3,304,NoChange,4,4,1,1,0.9024019138448854,0.9068329347220526,0,
4,304,NoChange,4,4,1,1,0.9068329347220526,0.9037160819331129,0,
5,304,NoChange,4,4,1,1,0.9037160819331129,0.911720252369941,0,
6,304,NoChange,4,4,1,1,0.911720252369941,0.9046574886045307,0,
7,304,NoChange,4,4,1,1,0.9046574886045307,0.9075350755660881,0,
8,304,NoChange,4,4,1,1,0.9075350755660881,0.9100222691785954,0,
9,304,NoChange,4,4,1,1,0.9100222691785954,0.9088651455380389,0,
10,304,NoChange,4,4,1,1,0.9088651455380389,0.9151017670939577,0,
1,305,NoChange,4,4,1,1,0.9,0.9055080066915298,0,
2,305,NoChange,4,4,1,1,0.9055080066915298,0.8971936251572171,0,
3,305,NoChange,4,4,1,1,0.8971936251572171,0.894993495935107,0,
4,305,NoChange,4,4,1,1,0.894993495935107,0.9025910082586662,0,
5,305,NoChange,4,4,1,1,0.9025910082586662,0.9034068127526788,0,
6,305,NoChange,4,4,1,1,0.9034068127526788,0.903640244889421,0,
7,305,NoChange,4,4,1,1,0.903640244889421,0.9004544224855499,0,
8,305,NoChange,4,4,1,1,0.9004544224855499,0.8909228573301468,0,
9,305,NoChange,4,4,1,1,0.8909228573301468,0.8917215101865718,0,
10,305,NoChange,4,4,1,1,0.8917215101865718,0.8983660899210995,0,
1,306,NoChange,2,2,1,1,0.8,0.7984549176673524,0,
2,306,NoChange,2,2,1,1,0.7984549176673524,0.8030946409772188,0,
3,306,NoChange,2,2,1,1,0.8030946409772188,0.7982897701373532,0,
4,306,NoChange,2,2,1,1,0.7982897701373532,0.7907660305085217,0,
5,306,NoChange,2,2,1,1,0.7907660305085217,0.7995928911635836,0,
6,306,NoChange,2,2,1,1,0.7995928911635836,0.8010415967677879,0,
7,306,AddFloors,2,3,1,1,0.8010415967677879,0.7908711023928642,1,
8,306,NoChange,3,3,1,1,0.7908711023928642,0.792183046924461,0,
9,306,NoChange,3,3,1,1,0.792183046924461,0.7947379339607726,0,
10,306,NoChange,3,3,1,1,0.7947379339607726,0.7966489122532733,0,
1,307,NoChange,5,5,1,1,0.9,0.8956907098989073,0,
2,307,NoChange,5,5,1,1,0.8956907098989073,0.899987799262954,0,
3,307,NoChange,5,5,1,1,0.899987799262954,0.9042748188402286,0,
4,307,NoChange,5,5,1,1,0.9042748188402286,0.899227485466388,0,
5,307,NoChange,5,5,1,1,0.899227485466388,0.900874866383543,0,
6,307,NoChange,5,5,1,1,0.900874866383543,0.8981002170398005,0,
7,307,AddFloors,5,7,1,1,0.8981002170398005,0.8623571383630728,2,
8,307,AddFloors,7,8,1,1,0.8623571383630728,0.8512422313315712,1,
9,307,NoChange,8,8,1,1,0.8512422313315712,0.8486281156577941,0,
10,307,NoChange,8,8,1,1,0.8486281156577941,0.8503929048157461,0,
1,308,NoChange,5,5,1,1,0.9,0.8978956495034717,0,
2,308,NoChange,5,5,1,1,0.8978956495034717,0.8978721956176275,0,
3,308,NoChange,5,5,1,1,0.8978721956176275,0.8966737947162232,0,
4,308,NoChange,5,5,1,1,0.8966737947162232,0.8964646160497086,0,
5,308,NoChange,5,5,1,1,0.8964646160497086,0.9029408526557765,0,
6,308,AddFloors,5,6,1,1,0.9029408526557765,0.8877884966802045,1,
7,308,NoChange,6,6,1,1,0.8877884966802045,0.8880522063837799,0,
8,308,NoChange,6,6,1,1,0.8880522063837799,0.8919416204875028,0,
9,308,NoChange,6,6,1,1,0.8919416204875028,0.8825937682792604,0,
10,308,NoChange,6,6,1,1,0.8825937682792604,0.8837743021010417,0,
1,309,NoChange,4,4,1,1,0.9,0.8923753211798668,0,
2,309,NoChange,4,4,1,1,0.8923753211798668,0.8845820444408755,0,
3,309,NoChange,4,4,1,1,0.8845820444408755,0.8803738559428974,0,
4,309,NoChange,4,4,1,1,0.8803738559428974,0.8727287002107824,0,
5,309,NoChange,4,4,1,1,0.8727287002107824,0.8702178954239901,0,
6,309,NoChange,4,4,1,1,0.8702178954239901,0.8607774511320414,0,
7,309,AddFloors,4,6,1,1,0.8607774511320414,0.824995020814688,2,
8,309,NoChange,6,6,1,1,0.824995020814688,0.8206646668119115,0,
9,309,NoChange,6,6,1,1,0.8206646668119115,0.8254578733380709,0,
10,309,AddFloors,6,8,1,1,0.8254578733380709,0.7889443627731747,2,
1,310,NoChange,5,5,1,1,1.0,1.0,0,
2,310,NoChange,5,5,1,1,1.0,1.0,0,
3,310,NoChange,5,5,1,1,1.0,0.9995045509687751,0,
4,310,NoChange,5,5,1,1,0.9995045509687751,1.0,0,
5,310,NoChange,5,5,1,1,1.0,1.0,0,
6,310,NoChange,5,5,1,1,1.0,0.9989985878269704,0,
7,310,NoChange,5,5,1,1,0.9989985878269704,1.0,0,
8,310,NoChange,5,5,1,1,1.0,1.0,0,
9,310,NoChange,5,5,1,1,1.0,0.9981925665419153,0,
10,310,NoChange,5,5,1,1,0.9981925665419153,0.996100509125923,0,
1,311,NoChange,5,5,1,1,0.9,0.9091615898416108,0,
2,311,NoChange,5,5,1,1,0.9091615898416108,0.9138798457306354,0,
3,311,NoChange,5,5,1,1,0.9138798457306354,0.9211989171972027,0,
4,311,NoChange,5,5,1,1,0.9211989171972027,0.9226388130699907,0,
5,311,NoChange,5,5,1,1,0.9226388130699907,0.9267867900509225,0,
6,311,NoChange,5,5,1,1,0.9267867900509225,0.9192624222779728,0,
7,311,NoChange,5,5,1,1,0.9192624222779728,0.9131109569447448,0,
8,311,NoChange,5,5,1,1,0.9131109569447448,0.9146480686082078,0,
9,311,AddFloors,5,7,1,1,0.9146480686082078,0.8798656065022628,2,
10,311,NoChange,7,7,1,1,0.8798656065022628,0.8702388879096612,0,
1,312,NoChange,6,6,1,1,1.0,1.0,0,
2,312,NoChange,6,6,1,1,1.0,0.9954992505590256,0,
3,312,NoChange,6,6,1,1,0.9954992505590256,1.0,0,
4,312,NoChange,6,6,1,1,1.0,1.0,0,
5,312,AddFloors,6,8,1,1,1.0,0.9660685482114875,2,
6,312,AddFloors,8,9,1,1,0.9660685482114875,0.9494681137619502,1,
7,312,NoChange,9,9,1,1,0.9494681137619502,0.9471083334290835,0,
8,312,AddFloors,9,10,1,1,0.9471083334290835,0.932526126164195,1,
9,312,NoChange,10,10,1,1,0.932526126164195,0.9378922199919236,0,
10,312,NoChange,10,10,1,1,0.9378922199919236,0.9469355145419962,0,
1,313,NoChange,5,5,1,1,0.9,0.8911782746932619,0,
2,313,NoChange,5,5,1,1,0.8911782746932619,0.8848074314954351,0,
3,313,NoChange,5,5,1,1,0.8848074314954351,0.8807679182338098,0,
4,313,AddFloors,5,6,1,1,0.8807679182338098,0.864896146353795,1,
5,313,NoChange,6,6,1,1,0.864896146353795,0.8714509743269673,0,
6,313,AddFloors,6,7,1,1,0.8714509743269673,0.8538472039630504,1,
7,313,NoChange,7,7,1,1,0.8538472039630504,0.8540196294346527,0,
8,313,NoChange,7,7,1,1,0.8540196294346527,0.8630067705543536,0,
9,313,NoChange,7,7,1,1,0.8630067705543536,0.8593734994658762,0,
10,313,NoChange,7,7,1,1,0.8593734994658762,0.8506826637044739,0,
1,314,AddFloors,4,6,1,1,0.9,0.8623374045575958,2,
2,314,NoChange,6,6,1,1,0.8623374045575958,0.8716068983142138,0,
3,314,NoChange,6,6,1,1,0.8716068983142138,0.8665332202324298,0,
4,314,NoChange,6,6,1,1,0.8665332202324298,0.8722375039654359,0,
5,314,NoChange,6,6,1,1,0.8722375039654359,0.8703724223937946,0,
6,314,AddFloors,6,8,1,1,0.8703724223937946,0.8353767461298853,2,
7,314,AddFloors,8,10,1,1,0.8353767461298853,0.8052298332845261,2,
8,314,NoChange,10,10,1,1,0.8052298332845261,0.8037048824168362,0,
9,314,NoChange,10,10,1,1,0.8037048824168362,0.8027397224406209,0,
10,314,AddFloors,10,11,1,1,0.8027397224406209,0.792350866866294,1,
1,315,NoChange,4,4,1,1,1.0,0.9933476334811066,0,
2,315,AddFloors,4,5,1,1,0.9933476334811066,0.9760806628762896,1,
3,315,NoChange,5,5,1,1,0.9760806628762896,0.9860655002520822,0,
4,315,NoChange,5,5,1,1,0.9860655002520822,0.980320582946547,0,
5,315,NoChange,5,5,1,1,0.980320582946547,0.9759468087228446,0,
6,315,NoChange,5,5,1,1,0.9759468087228446,0.976628594449851,0,
7,315,AddFloors,5,6,1,1,0.976628594449851,0.9605816434612624,1,
8,315,NoChange,6,6,1,1,0.9605816434612624,0.9561708094287089,0,
9,315,NoChange,6,6,1,1,0.9561708094287089,0.9583797156180344,0,
